,OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost,totalcost,totalSales,Profit
141,SO - 000242,In-Store,WARE-NMK1003,2018-10-04,2018-06-16,2018-01-07,2018-10-07,USD,11,47,170,17,1,0.15,3946.3,1657.446,1657.446,3354.355,1696.909
142,SO - 000243,In-Store,WARE-NMK1003,2018-10-04,2018-06-16,2018-05-07,2018-06-07,USD,3,27,181,38,2,0.4,1299.8,922.858,1845.716,1559.76,-285.9559999999999
143,SO - 000244,Online,WARE-NBV1002,2018-10-04,2018-06-17,2018-07-14,2018-07-24,USD,19,21,77,12,4,0.05,5815.6,2791.488,11165.952,22099.28,10933.328
144,SO - 000245,In-Store,WARE-NMK1003,2018-10-04,2018-06-17,2018-08-07,2018-10-07,USD,3,43,122,23,6,0.15,1092.1,655.26,3931.56,5569.709999999999,1638.1499999999992
145,SO - 000246,Distributor,WARE-XYS1001,2018-10-04,2018-06-17,2018-10-07,2018-07-17,USD,24,42,36,18,6,0.15,1072.0,643.2,3859.2000000000003,5467.2,1607.9999999999995
146,SO - 000247,Online,WARE-UHY1004,2018-10-04,2018-06-17,2018-08-07,2018-09-07,USD,17,34,217,16,5,0.05,4020.0,2653.2,13266.0,19095.0,5829.0
147,SO - 000248,Online,WARE-NBV1002,2018-10-04,2018-06-17,2018-10-07,2018-07-15,USD,20,37,63,12,4,0.15,984.9,669.732,2678.928,3348.66,669.732
148,SO - 000249,Distributor,WARE-MKL1006,2018-10-04,2018-06-17,2018-02-07,2018-04-07,USD,21,50,341,7,7,0.05,227.8,100.232,701.624,1514.87,813.2459999999999
149,SO - 000250,In-Store,WARE-XYS1001,2017-12-31,2018-06-17,2018-06-23,2018-06-26,USD,3,17,36,35,3,0.15,3993.2,3314.356,9943.068000000001,10182.66,239.59199999999873
150,SO - 000251,Online,WARE-NMK1003,2017-12-31,2018-06-17,2018-06-29,2018-08-07,USD,12,25,163,26,4,0.075,221.1,185.724,742.896,818.07,75.17400000000009
151,SO - 000252,Online,WARE-NMK1003,2018-10-04,2018-06-18,2018-04-07,2018-07-14,USD,12,21,101,43,6,0.075,3356.7,2819.628,16917.768,18629.684999999998,1711.9169999999976
152,SO - 000253,In-Store,WARE-PUJ1005,2017-12-31,2018-06-18,2018-09-07,2018-07-15,USD,1,35,321,12,1,0.05,1701.8,1157.224,1157.224,1616.7099999999998,459.4859999999999
153,SO - 000254,In-Store,WARE-PUJ1005,2018-10-04,2018-06-18,2018-08-07,2018-09-07,USD,3,9,276,8,3,0.13,2566.1,2181.185,6543.555,6697.521000000001,153.96600000000035
154,SO - 000255,In-Store,WARE-NMK1003,2017-12-31,2018-06-18,2018-06-22,2018-06-26,USD,6,22,101,5,4,0.05,221.1,126.027,504.108,840.18,336.07199999999995
155,SO - 000256,In-Store,WARE-UHY1004,2018-10-04,2018-06-18,2018-06-30,2018-05-07,USD,5,28,248,4,1,0.1,1782.2,980.21,980.21,1603.98,623.77
156,SO - 000257,Distributor,WARE-NMK1003,2017-12-31,2018-06-18,2018-07-15,2018-07-16,USD,24,41,95,35,8,0.05,2003.3,801.32,6410.56,15225.079999999998,8814.519999999997
157,SO - 000258,Distributor,WARE-XYS1001,2017-12-31,2018-06-18,2018-09-07,2018-07-16,USD,20,28,33,5,5,0.075,2385.2,1502.676,7513.379999999999,11031.55,3518.17
158,SO - 000259,Online,WARE-XYS1001,2018-10-04,2018-06-18,2018-11-07,2018-07-17,USD,13,22,12,21,1,0.1,2231.1,1784.88,1784.88,2007.99,223.1099999999999
159,SO - 000260,In-Store,WARE-NMK1003,2018-10-04,2018-06-18,2018-02-07,2018-07-07,USD,10,26,119,35,1,0.05,1005.0,412.05,412.05,954.75,542.7
160,SO - 000261,Distributor,WARE-PUJ1005,2018-10-04,2018-06-18,2018-12-07,2018-07-19,USD,23,12,290,40,7,0.05,2693.4,1939.248,13574.736,17911.11,4336.374
161,SO - 000262,Online,WARE-NMK1003,2018-10-04,2018-06-18,2018-10-07,2018-11-07,USD,17,31,110,36,4,0.075,1105.5,652.245,2608.98,4090.3500000000004,1481.3700000000003
162,SO - 000263,Online,WARE-NBV1002,2018-10-04,2018-06-19,2018-10-07,2018-07-17,USD,17,25,87,39,1,0.075,1909.5,1088.415,1088.415,1766.2875000000001,677.8725000000002
163,SO - 000264,Distributor,WARE-NMK1003,2018-10-04,2018-06-19,2018-06-21,2018-06-26,USD,21,35,177,38,7,0.2,1118.9,850.364,5952.548000000001,6265.840000000001,313.29200000000037
164,SO - 000265,In-Store,WARE-NMK1003,2018-10-04,2018-06-19,2018-06-28,2018-03-07,USD,11,45,94,8,7,0.2,1038.5,758.105,5306.735000000001,5815.6,508.8649999999998
165,SO - 000266,In-Store,WARE-NMK1003,2017-12-31,2018-06-19,2018-06-28,2018-04-07,USD,1,19,126,19,6,0.05,6324.8,4300.864,25805.183999999997,36051.36,10246.176000000003
166,SO - 000267,In-Store,WARE-XYS1001,2017-12-31,2018-06-19,2018-06-27,2018-01-07,USD,3,16,17,9,7,0.2,1005.0,502.5,3517.5,5628.0,2110.5
167,SO - 000268,In-Store,WARE-NMK1003,2018-10-04,2018-06-19,2018-07-14,2018-07-17,USD,3,15,178,2,5,0.075,1293.1,659.481,3297.4049999999997,5980.587500000001,2683.182500000001
168,SO - 000269,In-Store,WARE-NBV1002,2018-10-04,2018-06-19,2018-07-16,2018-07-26,USD,1,8,76,36,6,0.4,844.2,540.288,3241.728,3039.12,-202.60800000000017
169,SO - 000270,In-Store,WARE-PUJ1005,2018-10-04,2018-06-19,2018-07-07,2018-07-14,USD,6,27,318,1,4,0.05,247.9,195.841,783.364,942.02,158.65599999999995
170,SO - 000271,Distributor,WARE-UHY1004,2017-12-31,2018-06-19,2018-06-26,2018-06-28,USD,21,12,217,21,7,0.3,174.2,139.36,975.5200000000001,853.5799999999999,-121.94000000000017
171,SO - 000272,In-Store,WARE-PUJ1005,2018-10-04,2018-06-20,2018-11-07,2018-07-17,USD,2,30,278,12,6,0.1,1025.1,707.319,4243.914,5535.539999999999,1291.6259999999993
172,SO - 000273,Distributor,WARE-MKL1006,2017-12-31,2018-06-20,2018-01-07,2018-06-07,USD,21,19,341,23,3,0.15,3068.6,2301.45,6904.349999999999,7824.93,920.5800000000008
173,SO - 000274,Online,WARE-NMK1003,2017-12-31,2018-06-20,2018-09-07,2018-11-07,USD,16,44,122,3,2,0.075,241.2,115.776,231.552,446.22,214.66800000000003
174,SO - 000275,In-Store,WARE-NMK1003,2018-10-04,2018-06-20,2018-12-07,2018-07-17,USD,11,24,200,47,1,0.2,174.2,139.36,139.36,139.35999999999999,-2.842170943040401e-14
175,SO - 000276,In-Store,WARE-XYS1001,2017-12-31,2018-06-20,2018-03-07,2018-07-13,USD,3,10,30,37,2,0.2,2505.8,1804.176,3608.352,4009.2800000000007,400.9280000000008
176,SO - 000277,Distributor,WARE-UHY1004,2017-12-31,2018-06-20,2018-07-17,2018-07-20,USD,25,35,233,31,7,0.15,2599.6,1637.748,11464.236,15467.619999999999,4003.383999999998
177,SO - 000278,Online,WARE-NMK1003,2017-12-31,2018-06-20,2018-06-24,2018-06-28,USD,18,38,151,28,6,0.15,2278.0,1503.48,9020.880000000001,11617.8,2596.9199999999983
178,SO - 000279,Distributor,WARE-MKL1006,2018-10-04,2018-06-21,2018-07-13,2018-07-21,USD,24,31,353,25,2,0.075,1092.1,589.734,1179.468,2020.385,840.9169999999999
179,SO - 000280,Wholesale,WARE-XYS1001,2018-10-04,2018-06-21,2018-04-07,2018-07-07,USD,25,40,43,7,5,0.2,1139.0,933.98,4669.9,4556.0,-113.89999999999964
180,SO - 000281,In-Store,WARE-MKL1006,2017-12-31,2018-06-21,2018-02-07,2018-10-07,USD,4,9,339,47,2,0.15,1675.0,1072.0,2144.0,2847.5,703.5
181,SO - 000282,Wholesale,WARE-UHY1004,2018-10-04,2018-06-21,2018-06-29,2018-02-07,USD,26,41,228,26,2,0.05,1011.7,687.956,1375.912,1922.23,546.318
182,SO - 000283,Wholesale,WARE-NMK1003,2018-10-04,2018-06-21,2018-07-16,2018-07-21,USD,27,11,128,46,7,0.1,938.0,412.72,2889.04,5909.400000000001,3020.3600000000006
183,SO - 000284,Wholesale,WARE-XYS1001,2018-10-04,2018-06-21,2018-07-16,2018-07-26,USD,28,48,55,2,8,0.05,2566.1,1052.101,8416.808,19502.359999999997,11085.551999999996
184,SO - 000285,Distributor,WARE-NMK1003,2018-10-04,2018-06-22,2018-07-16,2018-07-24,USD,24,4,177,33,5,0.1,871.0,374.53,1872.6499999999999,3919.5,2046.8500000000001
185,SO - 000286,In-Store,WARE-NBV1002,2018-10-04,2018-06-22,2018-07-17,2018-07-21,USD,2,4,81,18,1,0.1,2485.7,1789.704,1789.704,2237.13,447.42600000000016
186,SO - 000287,In-Store,WARE-MKL1006,2018-10-04,2018-06-22,2018-07-13,2018-07-17,USD,1,40,365,41,4,0.4,2345.0,1922.9,7691.6,5628.0,-2063.6000000000004
187,SO - 000288,Online,WARE-XYS1001,2018-10-04,2018-06-22,2018-12-07,2018-07-21,USD,15,19,48,27,2,0.05,1118.9,749.663,1499.326,2125.91,626.5839999999998
188,SO - 000289,In-Store,WARE-XYS1001,2018-10-04,2018-06-22,2018-06-25,2018-02-07,USD,11,24,11,42,4,0.1,1996.6,1397.62,5590.48,7187.76,1597.2800000000007
189,SO - 000290,In-Store,WARE-NMK1003,2018-10-04,2018-06-22,2018-10-07,2018-07-20,USD,11,6,127,39,1,0.075,710.2,390.61,390.61,656.9350000000001,266.32500000000005
190,SO - 000291,Online,WARE-NMK1003,2018-10-04,2018-06-22,2018-07-15,2018-07-22,USD,13,6,201,35,4,0.05,3979.8,1790.91,7163.64,15123.24,7959.599999999999
191,SO - 000292,In-Store,WARE-MKL1006,2017-12-31,2018-06-22,2018-11-07,2018-07-13,USD,8,9,339,28,3,0.075,1025.1,440.793,1322.379,2844.6525,1522.2735000000002
192,SO - 000293,In-Store,WARE-NMK1003,2017-12-31,2018-06-22,2018-04-07,2018-09-07,USD,3,3,198,9,7,0.2,2519.2,1309.984,9169.887999999999,14107.519999999999,4937.632
193,SO - 000294,Online,WARE-NMK1003,2017-12-31,2018-06-22,2018-07-18,2018-07-25,USD,15,36,150,2,7,0.05,5031.7,3471.873,24303.111,33460.805,9157.694
194,SO - 000295,Online,WARE-PUJ1005,2018-10-04,2018-06-23,2018-01-07,2018-04-07,USD,19,27,311,46,1,0.1,1829.1,768.222,768.222,1646.19,877.9680000000001
195,SO - 000296,In-Store,WARE-PUJ1005,2018-10-04,2018-06-23,2018-07-16,2018-07-22,USD,5,29,304,25,5,0.075,1072.0,900.48,4502.4,4958.0,455.60000000000036
196,SO - 000297,In-Store,WARE-UHY1004,2018-10-04,2018-06-23,2018-08-07,2018-07-14,USD,5,11,247,32,1,0.2,2539.3,1828.296,1828.296,2031.4400000000003,203.14400000000023
197,SO - 000298,In-Store,WARE-PUJ1005,2018-10-04,2018-06-23,2018-11-07,2018-07-18,USD,11,24,265,41,1,0.075,3899.4,2027.688,2027.688,3606.945,1579.257
198,SO - 000299,In-Store,WARE-MKL1006,2018-10-04,2018-06-24,2018-06-27,2018-06-30,USD,5,38,366,37,3,0.2,5045.1,3380.217,10140.651,12108.240000000002,1967.5890000000018
199,SO - 000300,Online,WARE-NMK1003,2018-10-04,2018-06-24,2018-07-14,2018-07-15,USD,19,38,125,14,8,0.05,1005.0,522.6,4180.8,7638.0,3457.2
200,SO - 000301,Wholesale,WARE-NMK1003,2018-10-04,2018-06-24,2018-10-07,2018-07-17,USD,27,20,182,47,7,0.1,2438.8,1219.4,8535.800000000001,15364.44,6828.639999999999
201,SO - 000302,In-Store,WARE-NMK1003,2018-10-04,2018-06-25,2018-10-07,2018-07-13,USD,11,46,152,24,4,0.3,3336.6,2035.326,8141.304,9342.48,1201.1759999999995
202,SO - 000303,In-Store,WARE-UHY1004,2018-10-04,2018-06-25,2018-07-14,2018-07-15,USD,1,38,256,25,4,0.15,1098.8,857.064,3428.256,3735.9199999999996,307.66399999999976
203,SO - 000304,Online,WARE-NBV1002,2018-10-04,2018-06-25,2018-07-18,2018-07-21,USD,19,5,66,20,2,0.075,1902.8,970.428,1940.856,3520.1800000000003,1579.3240000000003
204,SO - 000305,Online,WARE-NMK1003,2017-12-31,2018-06-25,2018-05-07,2018-07-13,USD,17,32,156,33,4,0.075,3477.3,2190.699,8762.796,12866.010000000002,4103.214000000002
205,SO - 000306,Wholesale,WARE-NMK1003,2018-10-04,2018-06-26,2018-07-13,2018-07-17,USD,26,36,200,10,1,0.1,2599.6,1481.772,1481.772,2339.64,857.8679999999999
206,SO - 000307,Online,WARE-PUJ1005,2018-10-04,2018-06-26,2018-07-20,2018-07-22,USD,12,1,299,7,1,0.075,1078.7,506.989,506.989,997.7975000000001,490.80850000000015
207,SO - 000308,Online,WARE-NMK1003,2017-12-31,2018-06-26,2018-07-15,2018-07-19,USD,17,22,199,31,5,0.2,1045.2,533.052,2665.26,4180.8,1515.54
208,SO - 000309,Online,WARE-NMK1003,2017-12-31,2018-06-26,2018-07-19,2018-07-22,USD,15,21,157,1,2,0.05,1125.6,787.92,1575.84,2138.64,562.8
209,SO - 000310,In-Store,WARE-NMK1003,2018-10-04,2018-06-26,2018-07-16,2018-07-18,USD,1,14,187,22,8,0.05,1105.5,762.795,6102.36,8401.8,2299.4399999999996
210,SO - 000311,Online,WARE-NBV1002,2017-12-31,2018-06-26,2018-07-24,2018-03-08,USD,18,50,84,46,1,0.1,2606.3,1668.032,1668.032,2345.67,677.6380000000001
211,SO - 000312,Distributor,WARE-UHY1004,2018-10-04,2018-06-26,2018-01-07,2018-11-07,USD,22,41,228,25,8,0.075,227.8,95.676,765.408,1685.7200000000003,920.3120000000002
212,SO - 000313,Distributor,WARE-NMK1003,2018-10-04,2018-06-26,2018-07-20,2018-07-24,USD,22,35,180,29,7,0.05,167.5,123.95,867.65,1113.875,246.22500000000002
213,SO - 000314,In-Store,WARE-UHY1004,2017-12-31,2018-06-26,2018-08-07,2018-11-07,USD,7,21,250,16,3,0.11,1145.7,538.479,1615.4370000000001,3059.0190000000002,1443.582
214,SO - 000315,In-Store,WARE-PUJ1005,2018-10-04,2018-06-26,2018-12-07,2018-07-13,USD,4,37,326,36,7,0.075,2599.6,2157.668,15103.676000000001,16832.41,1728.7339999999986
215,SO - 000316,Distributor,WARE-NMK1003,2018-10-04,2018-06-27,2018-09-07,2018-07-17,USD,24,14,136,18,1,0.05,3939.6,1969.8,1969.8,3742.62,1772.82
216,SO - 000317,In-Store,WARE-NMK1003,2018-10-04,2018-06-27,2018-07-18,2018-07-21,USD,2,18,112,37,8,0.075,2881.0,1584.55,12676.4,21319.4,8643.000000000002
217,SO - 000318,In-Store,WARE-NMK1003,2018-10-04,2018-06-27,2018-04-07,2018-06-07,USD,3,22,108,43,2,0.05,3852.5,2003.3,4006.6,7319.75,3313.15
218,SO - 000319,Wholesale,WARE-XYS1001,2018-10-04,2018-06-27,2018-04-07,2018-10-07,USD,27,48,56,42,2,0.05,1139.0,546.72,1093.44,2164.1,1070.6599999999999
219,SO - 000320,Distributor,WARE-NMK1003,2018-10-04,2018-06-27,2018-06-07,2018-09-07,USD,23,7,195,25,4,0.05,2519.2,2040.552,8162.208,9572.96,1410.7519999999995
220,SO - 000321,In-Store,WARE-NBV1002,2017-12-31,2018-06-27,2018-07-18,2018-07-23,USD,9,33,82,42,1,0.15,1192.6,703.634,703.634,1013.7099999999999,310.0759999999999
221,SO - 000322,In-Store,WARE-UHY1004,2018-10-04,2018-06-27,2018-06-29,2018-09-07,USD,5,18,215,14,5,0.075,2412.0,1013.04,5065.2,11155.5,6090.3
222,SO - 000323,In-Store,WARE-NMK1003,2018-10-04,2018-06-27,2018-07-18,2018-07-22,USD,9,6,134,47,7,0.05,2479.0,2057.57,14402.990000000002,16485.35,2082.359999999997
223,SO - 000324,Wholesale,WARE-PUJ1005,2018-10-04,2018-06-27,2018-07-13,2018-07-14,USD,26,10,322,35,7,0.1,1956.4,1330.352,9312.464,12325.320000000002,3012.8560000000016
224,SO - 000325,Online,WARE-NMK1003,2018-10-04,2018-06-27,2018-05-07,2018-07-14,USD,15,4,176,42,5,0.3,1078.7,722.729,3613.6450000000004,3775.4500000000003,161.80499999999984
225,SO - 000326,In-Store,WARE-NBV1002,2017-12-31,2018-06-27,2018-12-07,2018-07-22,USD,6,22,70,26,1,0.075,1212.7,945.906,945.906,1121.7475000000002,175.84150000000022
226,SO - 000327,Online,WARE-UHY1004,2018-10-04,2018-06-27,2018-06-07,2018-07-13,USD,18,48,252,29,5,0.075,978.2,821.688,4108.44,4524.175,415.7350000000006
227,SO - 000328,In-Store,WARE-PUJ1005,2018-10-04,2018-06-27,2018-07-14,2018-07-18,USD,4,28,275,45,3,0.05,174.2,120.198,360.594,496.4699999999999,135.87599999999992
228,SO - 000329,Online,WARE-UHY1004,2018-10-04,2018-06-27,2018-08-07,2018-12-07,USD,19,25,226,17,3,0.15,1125.6,630.336,1891.008,2870.2799999999997,979.2719999999997
229,SO - 000330,Online,WARE-PUJ1005,2018-10-04,2018-06-28,2018-10-07,2018-11-07,USD,20,49,288,6,6,0.15,1065.3,468.732,2812.3920000000003,5433.029999999999,2620.6379999999986
230,SO - 000331,Online,WARE-NBV1002,2018-10-04,2018-06-28,2018-07-16,2018-07-22,USD,15,11,60,12,5,0.075,3892.7,2724.89,13624.449999999999,18003.7375,4379.2875
231,SO - 000332,Online,WARE-PUJ1005,2018-10-04,2018-06-28,2018-07-18,2018-07-26,USD,17,19,297,9,2,0.3,207.7,120.466,240.932,290.78,49.847999999999985
232,SO - 000333,In-Store,WARE-NBV1002,2018-10-04,2018-06-28,2018-07-13,2018-07-18,USD,3,20,75,23,7,0.3,1185.9,948.72,6641.04,5810.91,-830.1300000000001
233,SO - 000334,In-Store,WARE-MKL1006,2018-10-04,2018-06-28,2018-10-07,2018-07-17,USD,10,15,352,18,2,0.15,2586.2,1629.306,3258.612,4396.54,1137.9279999999999
234,SO - 000335,In-Store,WARE-XYS1001,2018-10-04,2018-06-28,2018-08-07,2018-07-13,USD,8,26,25,30,4,0.12,2579.5,1960.42,7841.68,9079.84,1238.1599999999999
235,SO - 000336,Online,WARE-XYS1001,2018-10-04,2018-06-28,2018-07-21,2018-07-27,USD,16,7,23,36,8,0.075,6378.4,2806.496,22451.968,47200.159999999996,24748.191999999995
236,SO - 000337,Distributor,WARE-PUJ1005,2018-10-04,2018-06-28,2018-03-07,2018-11-07,USD,24,26,292,31,7,0.2,3008.3,2226.142,15582.993999999999,16846.480000000003,1263.4860000000044
237,SO - 000338,In-Store,WARE-NMK1003,2018-10-04,2018-06-28,2018-07-25,2018-01-08,USD,11,49,140,20,3,0.075,1755.4,930.362,2791.086,4871.235000000001,2080.149000000001
238,SO - 000339,Online,WARE-NMK1003,2017-12-31,2018-06-28,2018-09-07,2018-10-07,USD,13,28,171,14,8,0.075,1139.0,740.35,5922.8,8428.6,2505.8
239,SO - 000340,In-Store,WARE-XYS1001,2018-10-04,2018-06-28,2018-07-13,2018-07-17,USD,11,46,44,38,5,0.075,6157.3,4556.402,22782.010000000002,28477.512500000004,5695.502500000002
240,SO - 000341,Online,WARE-XYS1001,2018-10-04,2018-06-28,2018-07-25,2018-03-08,USD,18,33,43,40,7,0.1,2231.1,1093.239,7652.673000000001,14055.93,6403.257
241,SO - 000342,In-Store,WARE-NBV1002,2018-10-04,2018-06-28,2018-07-15,2018-07-18,USD,11,23,64,8,7,0.1,2479.0,1859.25,13014.75,15617.699999999999,2602.949999999999
242,SO - 000343,Distributor,WARE-XYS1001,2018-10-04,2018-06-29,2018-06-07,2018-07-15,USD,21,35,18,10,4,0.05,6391.8,4793.85,19175.4,24288.84,5113.439999999999
243,SO - 000344,Wholesale,WARE-PUJ1005,2018-10-04,2018-06-29,2018-07-19,2018-07-20,USD,27,4,263,39,2,0.05,1139.0,660.62,1321.24,2164.1,842.8599999999999
244,SO - 000345,Online,WARE-NMK1003,2018-10-04,2018-06-29,2018-01-07,2018-08-07,USD,20,38,196,36,3,0.1,2586.2,1681.03,5043.09,6982.74,1939.6499999999996
245,SO - 000346,In-Store,WARE-UHY1004,2018-10-04,2018-06-29,2018-04-07,2018-08-07,USD,1,36,206,35,4,0.05,3899.4,1871.712,7486.848,14817.72,7330.871999999999
246,SO - 000347,In-Store,WARE-NBV1002,2018-10-04,2018-06-29,2018-07-24,2018-07-29,USD,8,25,80,43,8,0.05,951.4,599.382,4795.056,7230.639999999999,2435.584
247,SO - 000348,In-Store,WARE-NMK1003,2018-10-04,2018-06-30,2018-07-20,2018-07-24,USD,4,8,172,38,1,0.05,5607.9,3476.898,3476.898,5327.504999999999,1850.606999999999
248,SO - 000349,In-Store,WARE-PUJ1005,2018-10-04,2018-06-30,2018-04-07,2018-11-07,USD,6,12,274,37,2,0.075,1165.8,827.718,1655.436,2156.73,501.2940000000001
249,SO - 000350,Online,WARE-PUJ1005,2018-10-04,2018-06-30,2018-07-27,2018-06-08,USD,16,17,277,44,2,0.05,1949.7,1520.766,3041.532,3704.43,662.8979999999997
250,SO - 000351,Distributor,WARE-NMK1003,2018-10-04,2018-06-30,2018-11-07,2018-07-16,USD,21,40,147,34,8,0.1,3685.0,2690.05,21520.4,26532.0,5011.5999999999985
251,SO - 000352,Distributor,WARE-MKL1006,2018-10-04,2018-06-30,2018-07-17,2018-07-26,USD,20,3,332,17,2,0.4,2633.1,1816.839,3633.678,3159.72,-473.9580000000001
252,SO - 000353,Online,WARE-PUJ1005,2018-10-04,2018-06-30,2018-11-07,2018-07-13,USD,19,26,274,23,1,0.075,1072.0,460.96,460.96,991.6,530.6400000000001
253,SO - 000354,In-Store,WARE-XYS1001,2018-10-04,2018-06-30,2018-04-07,2018-05-07,USD,1,38,33,8,1,0.075,3537.6,1910.304,1910.304,3272.28,1361.976
254,SO - 000355,In-Store,WARE-UHY1004,2018-10-04,2018-06-30,2018-07-21,2018-07-24,USD,9,41,233,13,8,0.2,1092.1,622.497,4979.976,6989.44,2009.464
255,SO - 000356,In-Store,WARE-PUJ1005,2017-12-31,2018-06-30,2018-07-20,2018-07-22,USD,12,17,262,5,4,0.05,1748.7,1136.655,4546.62,6645.0599999999995,2098.4399999999996
256,SO - 000357,Online,WARE-XYS1001,2018-10-04,2018-06-30,2018-07-24,2018-07-29,USD,18,49,6,9,8,0.075,891.1,739.613,5916.904,6594.14,677.2359999999999
257,SO - 000358,In-Store,WARE-NMK1003,2018-10-04,2018-06-30,2018-07-21,2018-07-28,USD,2,41,159,23,5,0.05,3082.0,1510.18,7550.900000000001,14639.499999999998,7088.599999999998
258,SO - 000359,In-Store,WARE-NMK1003,2018-10-04,2018-06-30,2018-07-17,2018-07-21,USD,9,34,148,15,5,0.075,1125.6,776.664,3883.3199999999997,5205.900000000001,1322.5800000000008
259,SO - 000360,In-Store,WARE-NMK1003,2018-10-04,2018-06-30,2018-07-13,2018-07-18,USD,7,46,102,22,6,0.075,1252.9,651.508,3909.0480000000002,6953.595000000001,3044.547000000001
260,SO - 000361,Wholesale,WARE-MKL1006,2018-10-04,2018-01-07,2018-04-07,2018-09-07,USD,28,44,362,45,1,0.075,837.5,527.625,527.625,774.6875,247.0625
261,SO - 000362,Wholesale,WARE-PUJ1005,2018-10-04,2018-01-07,2018-07-29,2018-08-08,USD,25,21,295,40,1,0.075,1031.8,773.85,773.85,954.415,180.56499999999994
262,SO - 000363,Online,WARE-UHY1004,2018-10-04,2018-01-07,2018-06-07,2018-09-07,USD,14,7,256,28,4,0.15,2385.2,1454.972,5819.888,8109.679999999999,2289.7919999999995
263,SO - 000364,In-Store,WARE-NMK1003,2018-10-04,2018-01-07,2018-07-16,2018-07-18,USD,1,48,154,30,2,0.05,1802.3,1153.472,2306.944,3424.37,1117.426
264,SO - 000365,Wholesale,WARE-PUJ1005,2018-10-04,2018-01-07,2018-07-19,2018-07-22,USD,26,40,270,27,5,0.05,1018.4,753.616,3768.08,4837.4,1069.3199999999997
265,SO - 000366,Online,WARE-NMK1003,2018-10-04,2018-01-07,2018-07-07,2018-12-07,USD,13,35,102,40,7,0.4,3946.3,1815.298,12707.086,16574.460000000003,3867.3740000000034
266,SO - 000367,In-Store,WARE-NMK1003,2018-10-04,2018-01-07,2018-07-20,2018-07-21,USD,9,21,131,15,7,0.2,3953.0,2095.09,14665.630000000001,22136.8,7471.169999999998
267,SO - 000368,In-Store,WARE-NMK1003,2017-12-31,2018-02-07,2018-07-16,2018-07-22,USD,11,1,160,33,6,0.075,5098.7,3416.129,20496.773999999998,28297.784999999996,7801.010999999999
268,SO - 000369,Online,WARE-MKL1006,2018-10-04,2018-02-07,2018-10-07,2018-07-15,USD,15,9,347,5,8,0.075,3758.7,1954.524,15636.192,27814.38,12178.188000000002
269,SO - 000370,Distributor,WARE-XYS1001,2018-10-04,2018-02-07,2018-07-07,2018-11-07,USD,24,9,45,18,7,0.15,911.2,610.504,4273.528,5421.639999999999,1148.1119999999992
270,SO - 000371,Distributor,WARE-UHY1004,2018-10-04,2018-02-07,2018-04-07,2018-06-07,USD,21,26,238,22,3,0.4,904.5,379.89,1139.67,1628.1,488.42999999999984
271,SO - 000372,Online,WARE-NMK1003,2018-10-04,2018-02-07,2018-08-07,2018-07-18,USD,18,21,128,5,3,0.05,911.2,410.04,1230.1200000000001,2596.92,1366.8
272,SO - 000373,Online,WARE-XYS1001,2018-10-04,2018-02-07,2018-08-07,2018-11-07,USD,19,6,39,21,5,0.3,227.8,134.402,672.01,797.3000000000001,125.29000000000008
273,SO - 000374,In-Store,WARE-NBV1002,2018-10-04,2018-02-07,2018-07-21,2018-07-27,USD,3,14,69,40,4,0.075,254.6,117.116,468.464,942.02,473.556
274,SO - 000375,Wholesale,WARE-XYS1001,2017-12-31,2018-02-07,2018-07-20,2018-07-21,USD,27,33,29,35,3,0.075,683.4,444.21,1332.6299999999999,1896.435,563.8050000000001
275,SO - 000376,In-Store,WARE-NMK1003,2018-10-04,2018-03-07,2018-07-15,2018-07-20,USD,4,43,159,20,7,0.05,3919.5,2234.115,15638.804999999998,26064.674999999996,10425.869999999997
276,SO - 000377,Wholesale,WARE-MKL1006,2018-10-04,2018-03-07,2018-07-24,2018-07-25,USD,26,25,353,12,8,0.05,1092.1,786.312,6290.496,8299.96,2009.463999999999
277,SO - 000378,In-Store,WARE-NMK1003,2018-10-04,2018-04-07,2018-07-24,2018-03-08,USD,4,10,199,20,4,0.05,924.6,536.268,2145.072,3513.48,1368.408
278,SO - 000379,Online,WARE-NMK1003,2018-10-04,2018-04-07,2018-07-31,2018-06-08,USD,17,45,182,22,8,0.05,1018.4,794.352,6354.816,7739.839999999999,1385.0239999999994
279,SO - 000380,In-Store,WARE-MKL1006,2018-10-04,2018-04-07,2018-07-25,2018-07-28,USD,1,19,358,13,7,0.2,1788.9,1305.897,9141.278999999999,10017.84,876.5610000000015
280,SO - 000381,Distributor,WARE-NBV1002,2018-10-04,2018-04-07,2018-01-08,2018-08-08,USD,23,17,80,47,2,0.3,944.7,538.479,1076.958,1322.58,245.62199999999984
281,SO - 000382,Wholesale,WARE-NMK1003,2017-12-31,2018-04-07,2018-07-30,2018-07-31,USD,25,39,140,29,3,0.1,3959.7,2573.805,7721.414999999999,10691.19,2969.7750000000015
282,SO - 000383,In-Store,WARE-NMK1003,2018-10-04,2018-04-07,2018-07-19,2018-07-25,USD,6,11,146,41,5,0.05,167.5,70.35,351.75,795.625,443.875
